Date,Statut,Aeroport_Depart,Code_IATA_Depart,Retard_Depart,Aeroport_Arrivee,Code_IATA_Arrivee,Retard_Arrivee,Compagnie,Numero_Vol,Code_IATA_Vol
2025-03-14,landed,Zhengzhou,CGO,2.0,Kunming,KMG,,Lucky Air,9502,8L9502
2025-03-14,landed,Zhengzhou,CGO,1.0,Shanghai Hongqiao International,SHA,,Shanghai Airlines,9348,FM9348
2025-03-14,landed,Zhengzhou,CGO,9.0,Shanghai Hongqiao International,SHA,,China Eastern Airlines,8444,MU8444
2025-03-14,landed,Zhengzhou,CGO,4.0,Guiyang,KWE,,Shandong Airlines,2323,SC2323
2025-03-14,landed,Zhengzhou,CGO,4.0,Guiyang,KWE,,Tibet Airlines,3109,TV3109
2025-03-14,landed,Zhengzhou,CGO,4.0,Guiyang,KWE,,China Express Air,8453,G58453
2025-03-14,landed,Zhengzhou,CGO,4.0,Guiyang,KWE,,Air China LTD,4701,CA4701
2025-03-14,landed,Zhengzhou,CGO,4.0,Guiyang,KWE,,Shenzhen Airlines,2603,ZH2603
2025-03-14,landed,Zhengzhou,CGO,5.0,Hangzhou,HGH,,China Southern Airlines,3745,CZ3745
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,Loong Air,8782,GJ8782
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,China Southern Airlines,4820,CZ4820
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,Chengdu Airlines,7564,EU7564
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,Xiamen Airlines,5869,MF5869
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,China Express Air,9506,G59506
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,Sichuan Airlines,4124,3U4124
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,Hainan Airlines,2782,HU2782
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,China Eastern Airlines,4332,MU4332
2025-03-14,landed,Zhengzhou,CGO,4.0,Hangzhou,HGH,,Tibet Airlines,2170,TV2170
2025-03-14,landed,Zhengzhou,CGO,5.0,Urumqi,URC,,China Southern Airlines,8231,CZ8231
2025-03-14,landed,Zhengzhou,CGO,5.0,Urumqi,URC,,Sichuan Airlines,1975,3U1975
2025-03-14,landed,Zhengzhou,CGO,5.0,Shenyang,SHE,,Shenzhen Airlines,9389,ZH9389
2025-03-14,landed,Zhengzhou,CGO,5.0,Shenyang,SHE,,Shandong Airlines,9409,SC9409
2025-03-14,landed,Zhengzhou,CGO,5.0,Shenyang,SHE,,Air China LTD,7945,CA7945
2025-03-14,landed,Zhengzhou,CGO,7.0,Fuzhou,FOC,12.0,China Southern Airlines,6917,CZ6917
2025-03-14,landed,Zhengzhou,CGO,7.0,Fuzhou,FOC,12.0,Sichuan Airlines,1899,3U1899
2025-03-14,landed,Zhengzhou,CGO,9.0,Lishe International Airport,NGB,,Hainan Airlines,7859,HU7859
2025-03-14,landed,Zhengzhou,CGO,9.0,Lishe International Airport,NGB,,Urumqi Airlines,7859,UQ7859
2025-03-14,landed,Zhengzhou,CGO,9.0,Lishe International Airport,NGB,,Loong Air,3295,GJ3295
2025-03-14,landed,Zhengzhou,CGO,7.0,Gonggar/Lhasa,LXA,,Chengdu Airlines,2762,EU2762
2025-03-14,landed,Zhengzhou,CGO,7.0,Gonggar/Lhasa,LXA,,Loong Air,5596,GJ5596
2025-03-14,landed,Zhengzhou,CGO,7.0,Gonggar/Lhasa,LXA,,Sichuan Airlines,4400,3U4400
2025-03-14,landed,Zhengzhou,CGO,7.0,Gonggar/Lhasa,LXA,,China Southern Airlines,7104,CZ7104
2025-03-14,landed,Zhengzhou,CGO,7.0,Gonggar/Lhasa,LXA,,Tibet Airlines,5204,TV5204
2025-03-14,landed,Zhengzhou,CGO,9.0,Guangzhou Baiyun International,CAN,,China Southern Airlines,8533,CZ8533
2025-03-14,landed,Zhengzhou,CGO,9.0,Guangzhou Baiyun International,CAN,,Sichuan Airlines,4803,3U4803
2025-03-14,landed,Chengdu Tianfu International Airport,TFU,5.0,Shanghai Hongqiao International,SHA,,China Eastern Airlines,9198,MU9198
2025-03-14,landed,Lawica,POZ,22.0,Frederic Chopin,WAW,2.0,LOT - Polish Airlines,3952,LO3952
2025-03-14,landed,Lawica,POZ,22.0,Frederic Chopin,WAW,2.0,SAS,8193,SK8193
2025-03-14,landed,Pulkovo,LED,50.0,Vnukovo,VKO,16.0,Rossiya Airlines,6007,FV6007
2025-03-14,landed,Pulkovo,LED,39.0,Istanbul Airport,IST,26.0,Rossiya Airlines,6963,FV6963
2025-03-14,landed,Cologne/bonn,CGN,43.0,Hurghada,HRG,13.0,Corendon Air,1093,XC1093
2025-03-14,landed,Cologne/bonn,CGN,3.0,Lisbon Portela,LIS,,Ryanair,9840,FR9840
2025-03-14,landed,Cologne/bonn,CGN,15.0,Heathrow,LHR,,Eurowings,460,EW460
2025-03-14,landed,Cologne/bonn,CGN,15.0,Heathrow,LHR,,United Airlines,9647,UA9647
2025-03-14,landed,Cologne/bonn,CGN,15.0,Heathrow,LHR,,Air Canada,6949,AC6949
2025-03-14,landed,Cologne/bonn,CGN,14.0,Punta Raisi,PMO,2.0,Ryanair,5276,FR5276
2025-03-14,landed,Cologne/bonn,CGN,12.0,Sur Reina Sofia,TFS,,Eurowings,252,EW252
2025-03-14,landed,Cologne/bonn,CGN,10.0,Alicante El Altet,ALC,,Ryanair,1355,FR1355
2025-03-14,landed,Cologne/bonn,CGN,13.0,Hurghada,HRG,,Eurowings,980,EW980
2025-03-14,landed,Doha International,DOH,9.0,Queen Alia International,AMM,,Qatar Airways,6100,QR6100
2025-03-14,landed,King Hussein International,AQJ,,Queen Alia International,AMM,,Royal Jordanian,301,RJ301
2025-03-14,landed,King Hussein International,AQJ,,Queen Alia International,AMM,,Qatar Airways,6109,QR6109
2025-03-14,landed,King Hussein International,AQJ,,Queen Alia International,AMM,,Turkish Airlines,4621,TK4621
2025-03-14,landed,King Hussein International,AQJ,,Queen Alia International,AMM,,Gulf Air,5807,GF5807
2025-03-14,landed,Queen Alia International,AMM,10.0,Cairo International Airport,CAI,,EgyptAir,720,MS720
2025-03-14,landed,Queen Alia International,AMM,10.0,Cairo International Airport,CAI,,Air Canada,2852,AC2852
2025-03-14,landed,Queen Alia International,AMM,10.0,Heathrow,LHR,,British Airways,313,BA313
2025-03-14,landed,Queen Alia International,AMM,10.0,Heathrow,LHR,,American Airlines,7029,AA7029
2025-03-14,landed,Queen Alia International,AMM,8.0,King Hussein International,AQJ,,Qatar Airways,6108,QR6108
2025-03-14,landed,Silampari Airport,LLJ,20.0,Soekarno-Hatta International,CGK,2.0,Super Air Jet,807,IU807
2025-03-14,landed,Kidjang,TNJ,15.0,Soekarno-Hatta International,CGK,,Batik Air,6825,ID6825
2025-03-14,landed,Singapore Changi,SIN,14.0,Soekarno-Hatta International,CGK,,Virgin Australia,5824,VA5824
2025-03-14,landed,Singapore Changi,SIN,14.0,Soekarno-Hatta International,CGK,,United Airlines,7677,UA7677
2025-03-14,landed,Singapore Changi,SIN,14.0,Soekarno-Hatta International,CGK,,SAS,8033,SK8033
2025-03-14,landed,Singapore Changi,SIN,14.0,Soekarno-Hatta International,CGK,,ANA,6272,NH6272
2025-03-14,landed,Singapore Changi,SIN,14.0,Soekarno-Hatta International,CGK,,Garuda Indonesia,8956,GA8956
2025-03-14,landed,Soekarno-Hatta International,CGK,17.0,Pangkalpinang,PGK,,Sriwijaya Air,72,SJ72
2025-03-14,landed,Soekarno-Hatta International,CGK,14.0,Noibai International,HAN,,VietJet Air,928,VJ928
2025-03-14,landed,Soekarno-Hatta International,CGK,17.0,Achmad Yani,SRG,,Batik Air,6350,ID6350
2025-03-14,landed,Soekarno-Hatta International,CGK,10.0,Juanda,SUB,,Garuda Indonesia,310,GA310
2025-03-14,landed,Soekarno-Hatta International,CGK,17.0,Adi Sumarmo,SOC,,Garuda Indonesia,228,GA228
2025-03-14,landed,Soekarno-Hatta International,CGK,12.0,Mahmud Badaruddin Ii,PLM,,Garuda Indonesia,108,GA108
2025-03-14,landed,Soekarno-Hatta International,CGK,12.0,Mahmud Badaruddin Ii,PLM,,Malaysia Airlines,5900,MH5900
2025-03-14,landed,Soekarno-Hatta International,CGK,4.0,Branti,TKG,,AirAsia,180,AK180
2025-03-14,landed,Soekarno-Hatta International,CGK,3.0,Kuala Lumpur International Airport (klia),KUL,,AirAsia,352,AK352
2025-03-14,landed,Soekarno-Hatta International,CGK,14.0,Xiamen,XMN,,Xiamen Airlines,868,MF868
2025-03-14,landed,Soekarno-Hatta International,CGK,14.0,Xiamen,XMN,,Garuda Indonesia,9729,GA9729
2025-03-14,landed,Soekarno-Hatta International,CGK,6.0,Pangkalpinang,PGK,,Lion Air,218,JT218
2025-03-14,landed,Soekarno-Hatta International,CGK,6.0,Pangkalpinang,PGK,,,6384,X16384
2025-03-14,landed,Soekarno-Hatta International,CGK,19.0,,KNO,,Garuda Indonesia,118,GA118
2025-03-14,landed,Soekarno-Hatta International,CGK,19.0,,KNO,,Saudia,6191,SV6191
2025-03-14,landed,Soekarno-Hatta International,CGK,19.0,,KNO,,Etihad Airways,7134,EY7134
2025-03-14,landed,Soekarno-Hatta International,CGK,5.0,Tan Son Nhat International,SGN,,VietJet Air,854,VJ854
2025-03-14,landed,Soekarno-Hatta International,CGK,5.0,Tan Son Nhat International,SGN,,FlexFlight,4854,W24854
2025-03-14,landed,Soekarno-Hatta International,CGK,5.0,Tan Son Nhat International,SGN,,,2854,A12854
2025-03-14,landed,Soekarno-Hatta International,CGK,5.0,Tan Son Nhat International,SGN,,,4280,H14280
2025-03-14,landed,Soekarno-Hatta International,CGK,13.0,Kidjang,TNJ,,Citilink,974,QG974
2025-03-14,landed,Soekarno-Hatta International,CGK,15.0,Sjamsudin Noor,BDJ,6.0,Garuda Indonesia,532,GA532
2025-03-14,landed,Koh Samui,USM,2.0,Suvarnabhumi International,BKK,,EVA Air,3898,BR3898
2025-03-14,landed,Eglinton (City of Derry),LDY,14.0,Heathrow,LHR,,Loganair,651,LM651
2025-03-14,landed,Eglinton (City of Derry),LDY,14.0,Heathrow,LHR,,KLM,3061,KL3061
2025-03-14,landed,Eglinton (City of Derry),LDY,14.0,Heathrow,LHR,,British Airways,4001,BA4001
2025-03-14,landed,Irkutsk,IKT,3.0,Talakan Airport,TLK,,IrAero,417,IO417
2025-03-14,landed,Makung,MZG,13.0,Kaoshiung International Airport,KHH,,Mandarin Airlines,340,AE340
